,i_header,i_label,i_data,title,link,coach_name,id
9,Coaching career (HC unless noted),2007,South Dakota State (LB),South Dakota State Jackrabbits football,/wiki/South_Dakota_State_Jackrabbits_football,Clark Lea,Q97580933
10,Coaching career (HC unless noted),2008,South Dakota State (RC/LB),,,Clark Lea,Q97580933
11,Coaching career (HC unless noted),2009,UCLA (GA),,,Clark Lea,Q97580933
12,Coaching career (HC unless noted),2010–2011,UCLA (LB),,,Clark Lea,Q97580933
13,Coaching career (HC unless noted),2012,Bowling Green (LB),Bowling Green Falcons football,/wiki/Bowling_Green_Falcons_football,Clark Lea,Q97580933
14,Coaching career (HC unless noted),2013–2015,Syracuse (LB),Syracuse Orange football,/wiki/Syracuse_Orange_football,Clark Lea,Q97580933
15,Coaching career (HC unless noted),2016,Wake Forest (LB),Wake Forest Demon Deacons football,/wiki/Wake_Forest_Demon_Deacons_football,Clark Lea,Q97580933
16,Coaching career (HC unless noted),2017,Notre Dame (LB),Notre Dame Fighting Irish football,/wiki/Notre_Dame_Fighting_Irish_football,Clark Lea,Q97580933
17,Coaching career (HC unless noted),2018–2020,Notre Dame (DC),,,Clark Lea,Q97580933
18,Coaching career (HC unless noted),2021–present,Vanderbilt,Vanderbilt Commodores football,/wiki/Vanderbilt_Commodores_football,Clark Lea,Q97580933
4,Biographical details,Born," (1975-08-16) August 16, 1975 (age 48)Charleston, West Virginia, U.S.[1]","Charleston, West Virginia","/wiki/Charleston,_West_Virginia",Shawn Clark,Q85800719
5,Biographical details,Born," (1975-08-16) August 16, 1975 (age 48)Charleston, West Virginia, U.S.[1]",,#cite_note-1,Shawn Clark,Q85800719
6,Biographical details,Alma mater,Appalachian State University,Appalachian State University,/wiki/Appalachian_State_University,Shawn Clark,Q85800719
7,Playing career,1994–1998,Appalachian State,Appalachian State Mountaineers football,/wiki/Appalachian_State_Mountaineers_football,Shawn Clark,Q85800719
8,Playing career,Position(s),Offensive lineman,Offensive lineman,/wiki/Offensive_lineman,Shawn Clark,Q85800719
9,Coaching career (HC unless noted),2001–2002,Louisville (GA),Louisville Cardinals football,/wiki/Louisville_Cardinals_football,Shawn Clark,Q85800719
10,Coaching career (HC unless noted),2001–2002,Louisville (GA),Graduate assistant,/wiki/Graduate_assistant,Shawn Clark,Q85800719
11,Coaching career (HC unless noted),2003–2008,Eastern Kentucky (OL),Eastern Kentucky Colonels football,/wiki/Eastern_Kentucky_Colonels_football,Shawn Clark,Q85800719
12,Coaching career (HC unless noted),2009–2012,Purdue (OL),Purdue Boilermakers football,/wiki/Purdue_Boilermakers_football,Shawn Clark,Q85800719
13,Coaching career (HC unless noted),2013–2015,Kent State (OL),Kent State Golden Flashes football,/wiki/Kent_State_Golden_Flashes_football,Shawn Clark,Q85800719
14,Coaching career (HC unless noted),2016–2018,Appalachian State (co-OC/OL),Appalachian State Mountaineers football,/wiki/Appalachian_State_Mountaineers_football,Shawn Clark,Q85800719
15,Coaching career (HC unless noted),2016–2018,Appalachian State (co-OC/OL),Offensive coordinator,/wiki/Offensive_coordinator,Shawn Clark,Q85800719
16,Coaching career (HC unless noted),2019,Appalachian State (AHC/OL),,,Shawn Clark,Q85800719
17,Coaching career (HC unless noted),2020–present,Appalachian State,,,Shawn Clark,Q85800719
4,Biographical details,Born," (1968-01-17) January 17, 1968 (age 55)Saugatuck, Michigan, U.S.[1]","Saugatuck, Michigan","/wiki/Saugatuck,_Michigan",Butch Jones,Q5002395
5,Biographical details,Born," (1968-01-17) January 17, 1968 (age 55)Saugatuck, Michigan, U.S.[1]",,#cite_note-Press-1,Butch Jones,Q5002395
6,Playing career,1987–1989,Ferris State,Ferris State Bulldogs football,/wiki/Ferris_State_Bulldogs_football,Butch Jones,Q5002395
7,Playing career,Position(s),"Running back, wide receiver, cornerback",Running back,/wiki/Running_back,Butch Jones,Q5002395
8,Playing career,Position(s),"Running back, wide receiver, cornerback",Wide receiver,/wiki/Wide_receiver,Butch Jones,Q5002395
9,Playing career,Position(s),"Running back, wide receiver, cornerback",Cornerback,/wiki/Cornerback,Butch Jones,Q5002395
10,Coaching career (HC unless noted),1987–1989,Tampa Bay Buccaneers (intern),Tampa Bay Buccaneers,/wiki/Tampa_Bay_Buccaneers,Butch Jones,Q5002395
11,Coaching career (HC unless noted),1990–1992,Rutgers (GA),Rutgers Scarlet Knights football,/wiki/Rutgers_Scarlet_Knights_football,Butch Jones,Q5002395
12,Coaching career (HC unless noted),1990–1992,Rutgers (GA),Graduate assistant,/wiki/Graduate_assistant,Butch Jones,Q5002395
13,Coaching career (HC unless noted),1993–1994,Wilkes (OC),Wilkes Colonels football,/wiki/Wilkes_Colonels_football,Butch Jones,Q5002395
14,Coaching career (HC unless noted),1993–1994,Wilkes (OC),Offensive coordinator,/wiki/Offensive_coordinator,Butch Jones,Q5002395
15,Coaching career (HC unless noted),1995,Ferris State (RB),,,Butch Jones,Q5002395
16,Coaching career (HC unless noted),1996–1997,Ferris State (OC),,,Butch Jones,Q5002395
17,Coaching career (HC unless noted),1998,Central Michigan (TE),Central Michigan Chippewas football,/wiki/Central_Michigan_Chippewas_football,Butch Jones,Q5002395
18,Coaching career (HC unless noted),1999,Central Michigan (WR),,,Butch Jones,Q5002395
19,Coaching career (HC unless noted),2000,Central Michigan (RB),,,Butch Jones,Q5002395
20,Coaching career (HC unless noted),2001–2003,Central Michigan (OC),,,Butch Jones,Q5002395
21,Coaching career (HC unless noted),2004,Central Michigan (RB),,,Butch Jones,Q5002395
22,Coaching career (HC unless noted),2005–2006,West Virginia (WR),West Virginia Mountaineers football,/wiki/West_Virginia_Mountaineers_football,Butch Jones,Q5002395
23,Coaching career (HC unless noted),2007–2009,Central Michigan,,,Butch Jones,Q5002395
24,Coaching career (HC unless noted),2010–2012,Cincinnati,Cincinnati Bearcats football,/wiki/Cincinnati_Bearcats_football,Butch Jones,Q5002395
25,Coaching career (HC unless noted),2013–2017,Tennessee,Tennessee Volunteers football,/wiki/Tennessee_Volunteers_football,Butch Jones,Q5002395
26,Coaching career (HC unless noted),2018–2019,Alabama (OA),Alabama Crimson Tide Football,/wiki/Alabama_Crimson_Tide_Football,Butch Jones,Q5002395
27,Coaching career (HC unless noted),2021–present,Arkansas State,Arkansas State Red Wolves football,/wiki/Arkansas_State_Red_Wolves_football,Butch Jones,Q5002395
28,Administrative career (AD unless noted),2020,Alabama (asst. to HC),,,Butch Jones,Q5002395
4,Biographical details,Born," (1966-03-14) March 14, 1966 (age 57)Youngstown, Ohio, U.S.","Youngstown, Ohio","/wiki/Youngstown,_Ohio",Tim Beck,Q7803156
5,Biographical details,Alma mater,Kansas State University,Kansas State University,/wiki/Kansas_State_University,Tim Beck,Q7803156
6,Playing career,1985,UCF,UCF Knights football,/wiki/UCF_Knights_football,Tim Beck,Q7803156
7,Playing career,Position(s),Quarterback,Quarterback,/wiki/Quarterback,Tim Beck,Q7803156
8,Coaching career (HC unless noted),1988–1989,Miramar HS (FL) (assistant),Miramar High School,/wiki/Miramar_High_School,Tim Beck,Q7803156
9,Coaching career (HC unless noted),1990,Illinois State (LB/P),Illinois State Redbirds football,/wiki/Illinois_State_Redbirds_football,Tim Beck,Q7803156
10,Coaching career (HC unless noted),1991–1992,Kansas State (GA),Kansas State Wildcats football,/wiki/Kansas_State_Wildcats_football,Tim Beck,Q7803156
11,Coaching career (HC unless noted),1991–1992,Kansas State (GA),Graduate assistant,/wiki/Graduate_assistant,Tim Beck,Q7803156
12,Coaching career (HC unless noted),1993–1995,Saguaro HS (AZ),Saguaro High School,/wiki/Saguaro_High_School,Tim Beck,Q7803156
13,Coaching career (HC unless noted),1996–1997,Missouri State (assistant),Missouri State Bears football,/wiki/Missouri_State_Bears_football,Tim Beck,Q7803156
14,Coaching career (HC unless noted),1998,Missouri State (OC),Offensive coordinator,/wiki/Offensive_coordinator,Tim Beck,Q7803156
15,Coaching career (HC unless noted),1999–2001,R. L. Turner HS (TX),R. L. Turner High School,/wiki/R._L._Turner_High_School,Tim Beck,Q7803156
16,Coaching career (HC unless noted),2002–2004,Mansfield Summit HS (TX),Mansfield Summit High School,/wiki/Mansfield_Summit_High_School,Tim Beck,Q7803156
17,Coaching career (HC unless noted),2005–2006,Kansas (WR),Kansas Jayhawks football,/wiki/Kansas_Jayhawks_football,Tim Beck,Q7803156
18,Coaching career (HC unless noted),2007,Kansas (WR/PGC),,,Tim Beck,Q7803156
19,Coaching career (HC unless noted),2008–2010,Nebraska (RB),Nebraska Cornhuskers football,/wiki/Nebraska_Cornhuskers_football,Tim Beck,Q7803156
20,Coaching career (HC unless noted),2011–2014,Nebraska (OC/QB),,,Tim Beck,Q7803156
21,Coaching career (HC unless noted),2015–2016,Ohio State (co-OC/QB),Ohio State Buckeyes football,/wiki/Ohio_State_Buckeyes_football,Tim Beck,Q7803156
22,Coaching career (HC unless noted),2017–2019,Texas (OC/QB),Texas Longhorns football,/wiki/Texas_Longhorns_football,Tim Beck,Q7803156
23,Coaching career (HC unless noted),2019,Texas (QB),,,Tim Beck,Q7803156
24,Coaching career (HC unless noted),2020–2022,NC State (OC/QB),NC State Wolfpack football,/wiki/NC_State_Wolfpack_football,Tim Beck,Q7803156
25,Coaching career (HC unless noted),2023–present,Coastal Carolina,Coastal Carolina Chanticleers football,/wiki/Coastal_Carolina_Chanticleers_football,Tim Beck,Q7803156
4,Biographical details,Born," (1972-06-24) June 24, 1972 (age 51)Gainesville, Florida, U.S.","Gainesville, Florida","/wiki/Gainesville,_Florida",Clay Helton,Q16213987
5,Playing career,1990–1992,Auburn,Auburn Tigers football,/wiki/Auburn_Tigers_football,Clay Helton,Q16213987
6,Playing career,1993–1994,Houston,Houston Cougars football,/wiki/Houston_Cougars_football,Clay Helton,Q16213987
7,Playing career,Position(s),Quarterback,Quarterback,/wiki/Quarterback,Clay Helton,Q16213987
8,Coaching career (HC unless noted),1995,Duke (GA),Duke Blue Devils football,/wiki/Duke_Blue_Devils_football,Clay Helton,Q16213987
9,Coaching career (HC unless noted),1995,Duke (GA),Graduate assistant,/wiki/Graduate_assistant,Clay Helton,Q16213987
10,Coaching career (HC unless noted),1996,Duke (RB),Running backs coach,/wiki/Running_backs_coach,Clay Helton,Q16213987
11,Coaching career (HC unless noted),1997–1999,Houston (RB),Houston Cougars football,/wiki/Houston_Cougars_football,Clay Helton,Q16213987
12,Coaching career (HC unless noted),2000–2002,Memphis (RB),Memphis Tigers football,/wiki/Memphis_Tigers_football,Clay Helton,Q16213987
13,Coaching career (HC unless noted),2003–2006,Memphis (WR),,,Clay Helton,Q16213987
14,Coaching career (HC unless noted),2007–2009,Memphis (OC/QB),Offensive coordinator,/wiki/Offensive_coordinator,Clay Helton,Q16213987
15,Coaching career (HC unless noted),2010–2011,USC (QB),USC Trojans football,/wiki/USC_Trojans_football,Clay Helton,Q16213987
16,Coaching career (HC unless noted),2012,USC (PGC/QB),,,Clay Helton,Q16213987
17,Coaching career (HC unless noted),2013,USC (OC/QB),,,Clay Helton,Q16213987
18,Coaching career (HC unless noted),2013,USC (interim HC),,,Clay Helton,Q16213987
19,Coaching career (HC unless noted),2014,USC (OC/QB),,,Clay Helton,Q16213987
20,Coaching career (HC unless noted),2015,USC (OC/QB/interim HC),,,Clay Helton,Q16213987
21,Coaching career (HC unless noted),2015–2021,USC,,,Clay Helton,Q16213987
22,Coaching career (HC unless noted),2022–present,Georgia Southern,Georgia Southern Eagles football,/wiki/Georgia_Southern_Eagles_football,Clay Helton,Q16213987
4,Biographical details,Born," (1973-06-26) June 26, 1973 (age 50)Camden, South Carolina, U.S.","Camden, South Carolina","/wiki/Camden,_South_Carolina",Shawn Elliott,Q22095935
5,Playing career,1992–1995,Appalachian State,Appalachian State Mountaineers football,/wiki/Appalachian_State_Mountaineers_football,Shawn Elliott,Q22095935
6,Playing career,Position(s),Defensive end,Defensive end,/wiki/Defensive_end,Shawn Elliott,Q22095935
7,Coaching career (HC unless noted),1997–1998,Appalachian State (def. asst.),Appalachian State Mountaineers football,/wiki/Appalachian_State_Mountaineers_football,Shawn Elliott,Q22095935
8,Coaching career (HC unless noted),1999–2000,Appalachian State (TE),,,Shawn Elliott,Q22095935
9,Coaching career (HC unless noted),2001–2009,Appalachian State (OL),,,Shawn Elliott,Q22095935
10,Coaching career (HC unless noted),2010–2011,South Carolina (OL/RGC),South Carolina Gamecocks football,/wiki/South_Carolina_Gamecocks_football,Shawn Elliott,Q22095935
11,Coaching career (HC unless noted),2012–2015,South Carolina (co-OC/OL),,,Shawn Elliott,Q22095935
12,Coaching career (HC unless noted),2015,South Carolina (interim HC),,,Shawn Elliott,Q22095935
13,Coaching career (HC unless noted),2016,South Carolina (OL),,,Shawn Elliott,Q22095935
14,Coaching career (HC unless noted),2017–present,Georgia State,Georgia State Panthers football,/wiki/Georgia_State_Panthers_football,Shawn Elliott,Q22095935
4,Biographical details,Born," (1961-06-02) June 2, 1961 (age 62)Pittsburgh, Pennsylvania, U.S.",Pittsburgh,/wiki/Pittsburgh,Curt Cignetti,Q5195359
5,Playing career,1979–1982,West Virginia,West Virginia Mountaineers football,/wiki/West_Virginia_Mountaineers_football,Curt Cignetti,Q5195359
6,Playing career,Position(s),Quarterback,Quarterback,/wiki/Quarterback,Curt Cignetti,Q5195359
7,Coaching career (HC unless noted),1983–1984,Pittsburgh (GA),Pittsburgh Panthers football,/wiki/Pittsburgh_Panthers_football,Curt Cignetti,Q5195359
8,Coaching career (HC unless noted),1983–1984,Pittsburgh (GA),Graduate assistant,/wiki/Graduate_assistant,Curt Cignetti,Q5195359
9,Coaching career (HC unless noted),1985,Davidson (QB/WR),Davidson Wildcats football,/wiki/Davidson_Wildcats_football,Curt Cignetti,Q5195359
10,Coaching career (HC unless noted),1986–1988,Rice (QB),Rice Owls football,/wiki/Rice_Owls_football,Curt Cignetti,Q5195359
11,Coaching career (HC unless noted),1989–1992,Temple (QB),Temple Owls football,/wiki/Temple_Owls_football,Curt Cignetti,Q5195359
12,Coaching career (HC unless noted),1993–1999,Pittsburgh (QB/TE),,,Curt Cignetti,Q5195359
13,Coaching career (HC unless noted),2000–2006,NC State (QB/TE/RC),North Carolina State Wolfpack football,/wiki/North_Carolina_State_Wolfpack_football,Curt Cignetti,Q5195359
14,Coaching career (HC unless noted),2007–2010,Alabama (WR/RC),Alabama Crimson Tide football,/wiki/Alabama_Crimson_Tide_football,Curt Cignetti,Q5195359
15,Coaching career (HC unless noted),2011–2016,IUP,IUP Crimson Hawks football,/wiki/IUP_Crimson_Hawks_football,Curt Cignetti,Q5195359
16,Coaching career (HC unless noted),2017–2018,Elon,Elon Phoenix football,/wiki/Elon_Phoenix_football,Curt Cignetti,Q5195359
17,Coaching career (HC unless noted),2019–present,James Madison,James Madison Dukes football,/wiki/James_Madison_Dukes_football,Curt Cignetti,Q5195359
5,Biographical details,Born," (1985-09-29) September 29, 1985 (age 37)New Iberia, Louisiana, U.S.","New Iberia, Louisiana","/wiki/New_Iberia,_Louisiana",Michael Desormeaux,Q14950070
6,Playing career,2004–2008,Louisiana–Lafayette,Louisiana Ragin' Cajuns football,/wiki/Louisiana_Ragin%27_Cajuns_football,Michael Desormeaux,Q14950070
7,Playing career,2009,Jacksonville Jaguars,Jacksonville Jaguars,/wiki/Jacksonville_Jaguars,Michael Desormeaux,Q14950070
8,Playing career,2009,Calgary Stampeders,Calgary Stampeders,/wiki/Calgary_Stampeders,Michael Desormeaux,Q14950070
9,Playing career,Position(s),"Quarterback, defensive back",Quarterback,/wiki/Quarterback,Michael Desormeaux,Q14950070
10,Playing career,Position(s),"Quarterback, defensive back",Defensive back,/wiki/Defensive_back,Michael Desormeaux,Q14950070
11,Coaching career (HC unless noted),2010–2012,Catholic HS (LA) (OC/QB),"Catholic High School (New Iberia, Louisiana)","/wiki/Catholic_High_School_(New_Iberia,_Louisiana)",Michael Desormeaux,Q14950070
12,Coaching career (HC unless noted),2010–2012,Catholic HS (LA) (OC/QB),Offensive coordinator,/wiki/Offensive_coordinator,Michael Desormeaux,Q14950070
13,Coaching career (HC unless noted),2013–2015,Ascension Episcopal (LA),Ascension Episcopal School,/wiki/Ascension_Episcopal_School,Michael Desormeaux,Q14950070
14,Coaching career (HC unless noted),2016,Louisiana (RB),Louisiana Ragin' Cajuns football,/wiki/Louisiana_Ragin%27_Cajuns_football,Michael Desormeaux,Q14950070
15,Coaching career (HC unless noted),2017–2020,Louisiana (TE),,,Michael Desormeaux,Q14950070
16,Coaching career (HC unless noted),2021,Louisiana (co-OC/TE),,,Michael Desormeaux,Q14950070
17,Coaching career (HC unless noted),2022–present,Louisiana,,,Michael Desormeaux,Q14950070
4,Biographical details,Born," (1956-02-25) February 25, 1956 (age 67)Douglas, Georgia, U.S.","Douglas, Georgia","/wiki/Douglas,_Georgia",Terry Bowden,Q7704134
5,Playing career,1977–1978,West Virginia,West Virginia Mountaineers football,/wiki/West_Virginia_Mountaineers_football,Terry Bowden,Q7704134
6,Playing career,Position(s),Running back,Running back,/wiki/Running_back,Terry Bowden,Q7704134
7,Coaching career (HC unless noted),1982,Florida State (GA),Florida State Seminoles football,/wiki/Florida_State_Seminoles_football,Terry Bowden,Q7704134
8,Coaching career (HC unless noted),1982,Florida State (GA),Graduate assistant,/wiki/Graduate_assistant,Terry Bowden,Q7704134
9,Coaching career (HC unless noted),1983–1985,Salem,Salem Tigers football,/wiki/Salem_Tigers_football,Terry Bowden,Q7704134
10,Coaching career (HC unless noted),1986,Akron (QB),Akron Zips football,/wiki/Akron_Zips_football,Terry Bowden,Q7704134
11,Coaching career (HC unless noted),1987–1992,Samford,Samford Bulldogs football,/wiki/Samford_Bulldogs_football,Terry Bowden,Q7704134
12,Coaching career (HC unless noted),1993–1998,Auburn,Auburn Tigers football,/wiki/Auburn_Tigers_football,Terry Bowden,Q7704134
13,Coaching career (HC unless noted),2009–2011,North Alabama,North Alabama Lions football,/wiki/North_Alabama_Lions_football,Terry Bowden,Q7704134
